Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,STCOL,HZT_STCOL,HZT_STCOL,Structural Collapse,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,STUCK,HZT_STUCK,HZT_STUCK,Stuck,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,SUBSD,HZT_SUBSD,HZT_SUBSD,Subsidence,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,TECHH,HZT_TECHH,HZT_TECHH,Technological Hazard,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,TORND,HZT_TORND,HZT_TORND,Tornado,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,TSUNM,HZT_TSUNM,HZT_TSUNM,Tsunami,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,VOLER,HZT_VOLER,HZT_VOLER,Volcanic Eruption,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,WLDFR,HZT_WLDFR,HZT_WLDFR,Wild Fire,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,WNDST,HZT_WNDST,HZT_WNDST,Windstorm,string
27,COMPOSITE_BREAKDOWN,HAZARD_TYPE,Hazard type,False,_T,_T,_T,Total or no breakdown,string
