Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
58,CUST_BREAKDOWN,POPULATION_GROUP,Population Group,False,POP_C,C03,POP_C,Population Group C,string
58,CUST_BREAKDOWN,POPULATION_GROUP,Population Group,False,POP_B,C02,POP_B,Population Group B,string
58,CUST_BREAKDOWN,POPULATION_GROUP,Population Group,False,POP_A,C01,POP_A,Population Group A,string
58,CUST_BREAKDOWN,POPULATION_GROUP,Population Group,False,TOTAL,_T,_T,Total or no breakdown,string
