Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
1,AGE,AGE,Age,False,50-59,Y50T59,Y50T59,50 to 59 years old,string
1,AGE,AGE,Age,False,55-59,Y55T59,Y55T59,55 to 59 years old,string
1,AGE,AGE,Age,False,60-64,Y60T64,Y60T64,60 to 64 years old,string
1,AGE,AGE,Age,False,60-69,Y60T69,Y60T69,60 to 69 years old,string
1,AGE,AGE,Age,False,60+,Y_GE60,Y_GE60,60 years old and over,string
1,AGE,AGE,Age,False,65-69,Y65T69,Y65T69,65 to 69 years old,string
1,AGE,AGE,Age,False,70-74,Y70T74,Y70T74,70 to 74 years old,string
1,AGE,AGE,Age,False,70-79,Y70T79,Y70T79,70 to 79 years old,string
1,AGE,AGE,Age,False,70+,Y_GE70,Y_GE70,70 years old and over,string
1,AGE,AGE,Age,False,75-79,Y75T79,Y75T79,75 to 79 years old,string
1,AGE,AGE,Age,False,75+,Y_GE75,Y_GE75,75 years old and over,string
1,AGE,AGE,Age,False,80-84,Y80T84,Y80T84,80 to 84 years old,string
1,AGE,AGE,Age,False,80-89,Y80T89,Y80T89,80 to 89 years old,string
1,AGE,AGE,Age,False,80+,Y_GE80,Y_GE80,80 years old and over,string
1,AGE,AGE,Age,False,85-89,Y85T89,Y85T89,85 to 89 years old,string
1,AGE,AGE,Age,False,85+,Y_GE85,Y_GE85,85 years old and over,string
1,AGE,AGE,Age,False,90-94,Y90T94,Y90T94,90 to 94 years old,string
1,AGE,AGE,Age,False,90-99,Y90T99,Y90T99,90 to 99 years old,string
1,AGE,AGE,Age,False,90+,Y_GE90,Y_GE90,90 years old and over,string
1,AGE,AGE,Age,False,95-99,Y95T99,Y95T99,95 to 99 years old,string
1,AGE,AGE,Age,False,95+,Y_GE95,Y_GE95,95 years old and over,string
1,AGE,AGE,Age,False,100+,Y_GE100,Y_GE100,100 years old and over,string
1,AGE,AGE,Age,False,18-19,Y18T19,Y18T19,18 to 19 years old,string
1,AGE,AGE,Age,False,<10Y,Y0T9,Y0T9,under 10 years old,string
1,AGE,AGE,Age,False,M36T47,M36T47,M36T47,36 to 47 months old,string
1,AGE,AGE,Age,False,18-24,Y18T24,Y18T24,18 to 24 years old,string
1,AGE,AGE,Age,False,18-49,Y18T49,Y18T49,18 to 49 years old,string
1,AGE,AGE,Age,False,18-50,Y18T50,Y18T50,18 to 50 years old,string
1,AGE,AGE,Age,False,50+,Y_GE50,Y_GE50,50 years old and over,string
1,AGE,AGE,Age,False,1-4,Y1T4,Y1T4,1 to 4 years old,string
1,AGE,AGE,Age,False,2-14,Y2T14,Y2T14,2 to 14 years old,string
1,AGE,AGE,Age,False,18-74,Y18T74,Y18T74,18 to 74 years old,string
1,AGE,AGE,Age,False,30-35,Y30T35,Y30T35,30 to 35 years old,string
1,AGE,AGE,Age,False,<8Y,Y0T7,Y0T7,under 8 years old,string
1,AGE,AGE,Age,False,M6T59,M6T59,M6T59,6 to 59 months old,string
